,Aciklamalar,İl,Toplam 1. Doz,Toplam 2. Doz,Tarih,Günlük 1. Doz,Günlük 2.Doz
,,Şırnak,4.348,0,29.01.2021 23:12:28,85,
,,Tekirdağ,22.980,0,29.01.2021 23:12:14,3.283,
,,Tokat,18.138,0,29.01.2021 23:12:15,2.364,
,,Trabzon,25.254,0,29.01.2021 23:12:16,3.145,
,,Tunceli,2.974,0,29.01.2021 23:12:17,342,
,,Türkiye,1.928.543,0,29.01.2021 23:12:36,230.534,
,,Uşak,9.785,0,29.01.2021 23:12:18,1.477,
,,Van,14.372,0,29.01.2021 23:12:20,698,
,,Yalova,8.046,0,29.01.2021 23:12:32,1.217,
,,Yozgat,10.131,0,29.01.2021 23:12:21,976,
,,Zonguldak,14.421,0,29.01.2021 23:12:22,1.913,
,,Adana,48.460,0,30.01.2021 23:02:40,434,
,,Adıyaman,13.625,0,30.01.2021 23:11:14,595,
,,Afyon,18.235,0,30.01.2021 23:11:15,144,
,,Ağrı,3.785,0,30.01.2021 23:11:16,20,
,,Aksaray,7.708,0,30.01.2021 23:12:16,121,
,,Amasya,12.808,0,30.01.2021 23:11:17,291,
,,Ankara,191.427,0,30.01.2021 23:11:18,3.189,
,,Antalya,60.722,0,30.01.2021 23:11:19,554,
,,Ardahan,1.996,0,30.01.2021 23:12:23,0,
,,Artvin,5.586,0,30.01.2021 23:11:20,0,
,,Aydın,32.190,0,30.01.2021 23:11:21,696,
,,Balıkesir,39.810,0,30.01.2021 23:11:22,1.170,
,,Bartın,4.923,0,30.01.2021 23:12:22,100,
,,Batman,9.027,0,30.01.2021 23:12:20,199,
,,Bayburt,1.541,0,30.01.2021 23:12:17,10,
,,Bilecik,6.562,0,30.01.2021 23:11:23,63,
,,Bingöl,3.475,0,30.01.2021 23:11:24,26,
,,Bitlis,4.256,0,30.01.2021 23:11:24,10,
,,Bolu,12.689,0,30.01.2021 23:11:25,125,
,,Burdur,10.105,0,30.01.2021 23:11:26,107,
,,Bursa,63.921,0,30.01.2021 23:11:27,1.264,
,,Çanakkale,18.255,0,30.01.2021 23:11:28,468,
,,Çankırı,6.098,0,30.01.2021 23:11:29,61,
,,Çorum,16.837,0,30.01.2021 23:11:30,501,
,,Denizli,29.534,0,30.01.2021 23:11:31,474,
,,Diyarbakır,25.461,0,30.01.2021 23:11:32,360,
,,Düzce,9.045,0,30.01.2021 23:12:28,36,
,,Edirne,14.984,0,30.01.2021 23:11:33,212,
,,Elazığ,15.329,0,30.01.2021 23:11:34,65,
,,Erzincan,5.832,0,30.01.2021 23:11:35,103,
,,Erzurum,14.581,0,30.01.2021 23:11:36,182,
,,Eskişehir,31.573,0,30.01.2021 23:11:37,447,
,,Gaziantep,29.331,0,30.01.2021 23:11:38,335,
,,Giresun,14.625,0,30.01.2021 23:11:39,96,
,,Gümüşhane,3.069,0,30.01.2021 23:11:40,12,
,,Hakkari,2.199,0,30.01.2021 23:11:40,15,
,,Hatay,30.412,0,30.01.2021 23:11:41,206,
,,Içel,46.029,0,30.01.2021 23:11:43,467,
,,Iğdır,2.985,0,30.01.2021 23:12:24,41,
,,Isparta,19.091,0,30.01.2021 23:11:42,178,
,,Istanbul,340.536,0,30.01.2021 23:11:44,7.664,
,,Izmir,125.248,0,30.01.2021 23:11:45,2.590,
,,Kahramanmaraş,19.311,0,30.01.2021 23:11:55,402,
,,Karabük,6.320,0,30.01.2021 23:12:25,123,
,,Karaman,6.975,0,30.01.2021 23:12:18,69,
,,Kars,4.713,0,30.01.2021 23:11:46,28,
,,Kastamonu,10.612,0,30.01.2021 23:11:47,9,
,,Kayseri,35.622,0,30.01.2021 23:11:48,506,
,,Kırıkkale,7.641,0,30.01.2021 23:12:19,33,
,,Kırklareli,10.507,0,30.01.2021 23:11:49,228,
,,Kırşehir,6.939,0,30.01.2021 23:11:50,66,
,,Kilis,2.716,0,30.01.2021 23:12:26,21,
,,Kocaeli,41.520,0,30.01.2021 23:11:51,698,
,,Konya,48.555,0,30.01.2021 23:11:52,1.050,
,,Kütahya,13.328,0,30.01.2021 23:11:52,181,
,,Malatya,23.506,0,30.01.2021 23:11:54,240,
,,Manisa,32.025,0,30.01.2021 23:11:54,381,
,,Mardin,8.269,0,30.01.2021 23:11:57,62,
,,Muğla,30.686,0,30.01.2021 23:11:58,471,
,,Muş,3.914,0,30.01.2021 23:11:58,45,
,,Nevşehir,7.852,0,30.01.2021 23:11:59,94,
,,Niğde,9.019,0,30.01.2021 23:12:00,44,
,,Ordu,22.430,0,30.01.2021 23:12:01,346,
,,Osmaniye,13.007,0,30.01.2021 23:12:27,133,
,,Rize,10.676,0,30.01.2021 23:12:02,71,
,,Sakarya,17.483,0,30.01.2021 23:12:03,475,
,,Samsun,38.189,0,30.01.2021 23:12:04,723,
,,Siirt,2.910,0,30.01.2021 23:12:05,27,
,,Sinop,6.449,0,30.01.2021 23:12:06,73,
,,Sivas,15.341,0,30.01.2021 23:12:07,192,
,,Şanlıurfa,18.239,0,30.01.2021 23:12:12,143,
,,Şırnak,4.357,0,30.01.2021 23:12:21,9,
,,Tekirdağ,23.368,0,30.01.2021 23:12:08,388,
,,Tokat,18.416,0,30.01.2021 23:12:09,278,
,,Trabzon,25.585,0,30.01.2021 23:12:10,331,
,,Tunceli,2.990,0,30.01.2021 23:12:11,16,
,,Türkiye,1.960.959,0,30.01.2021 23:12:29,32.416,
,,Uşak,9.849,0,30.01.2021 23:12:13,64,
,,Van,14.470,0,30.01.2021 23:12:14,98,
,,Yalova,8.220,0,30.01.2021 23:12:25,174,
,,Yozgat,10.362,0,30.01.2021 23:12:14,231,
,,Zonguldak,14.683,0,30.01.2021 23:12:15,262,
,,Adana,48.884,0,31.01.2021 23:11:14,424,
,,Adıyaman,13.805,0,31.01.2021 23:11:15,180,
,,Afyon,18.330,0,31.01.2021 23:11:15,95,
,,Ağrı,3.809,0,31.01.2021 23:11:16,24,
,,Aksaray,7.787,0,31.01.2021 23:12:02,79,
,,Amasya,13.003,0,31.01.2021 23:11:17,195,
,,Ankara,193.829,0,31.01.2021 23:11:18,2.402,
,,Antalya,61.089,0,31.01.2021 23:11:19,367,
,,Ardahan,1.996,0,31.01.2021 23:12:07,0,
,,Artvin,5.586,0,31.01.2021 23:11:19,0,
,,Aydın,32.754,0,31.01.2021 23:11:20,564,
,,Balıkesir,40.866,0,31.01.2021 23:11:21,1.056,
,,Bartın,5.052,0,31.01.2021 23:12:06,129,
,,Batman,9.199,0,31.01.2021 23:12:05,172,
,,Bayburt,1.553,0,31.01.2021 23:12:03,12,
,,Bilecik,6.615,0,31.01.2021 23:11:22,53,
,,Bingöl,3.501,0,31.01.2021 23:11:22,26,
,,Bitlis,4.274,0,31.01.2021 23:11:23,18,
,,Bolu,12.806,0,31.01.2021 23:11:24,117,
,,Burdur,10.208,0,31.01.2021 23:11:24,103,
,,Bursa,65.017,0,31.01.2021 23:11:25,1.096,
,,Çanakkale,18.658,0,31.01.2021 23:11:26,403,
,,Çankırı,6.133,0,31.01.2021 23:11:27,35,
,,Çorum,17.391,0,31.01.2021 23:11:27,554,
,,Denizli,29.879,0,31.01.2021 23:11:28,345,
,,Diyarbakır,25.738,0,31.01.2021 23:11:29,277,
,,Düzce,9.060,0,31.01.2021 23:12:11,15,
,,Edirne,15.180,0,31.01.2021 23:11:30,196,
,,Elazığ,15.380,0,31.01.2021 23:11:30,51,
,,Erzincan,5.927,0,31.01.2021 23:11:31,95,
,,Erzurum,14.741,0,31.01.2021 23:11:32,160,
,,Eskişehir,31.925,0,31.01.2021 23:11:32,352,
,,Gaziantep,29.720,0,31.01.2021 23:11:33,389,
,,Giresun,14.748,0,31.01.2021 23:11:34,123,
,,Gümüşhane,3.075,0,31.01.2021 23:11:35,6,
,,Hakkari,2.203,0,31.01.2021 23:11:35,4,
,,Hatay,30.535,0,31.01.2021 23:11:36,123,
,,Içel,46.398,0,31.01.2021 23:11:38,369,
,,Iğdır,3.013,0,31.01.2021 23:12:08,28,
,,Isparta,19.268,0,31.01.2021 23:11:37,177,
,,Istanbul,345.637,0,31.01.2021 23:11:38,5.101,
,,Izmir,127.042,0,31.01.2021 23:11:39,1.794,
,,Kahramanmaraş,19.519,0,31.01.2021 23:11:47,208,
,,Karabük,6.426,0,31.01.2021 23:12:09,106,
,,Karaman,7.041,0,31.01.2021 23:12:04,66,
,,Kars,4.750,0,31.01.2021 23:11:40,37,
,,Kastamonu,10.628,0,31.01.2021 23:11:40,16,
,,Kayseri,36.042,0,31.01.2021 23:11:41,420,
,,Kırıkkale,7.689,0,31.01.2021 23:12:04,48,
,,Kırklareli,10.665,0,31.01.2021 23:11:42,158,
,,Kırşehir,7.010,0,31.01.2021 23:11:43,71,
,,Kilis,2.735,0,31.01.2021 23:12:10,19,
,,Kocaeli,42.109,0,31.01.2021 23:11:43,589,
,,Konya,49.528,0,31.01.2021 23:11:44,973,
,,Kütahya,13.467,0,31.01.2021 23:11:45,139,
,,Malatya,23.739,0,31.01.2021 23:11:45,233,
,,Manisa,32.403,0,31.01.2021 23:11:46,378,
,,Mardin,8.322,0,31.01.2021 23:11:48,53,
,,Muğla,31.069,0,31.01.2021 23:11:48,383,
,,Muş,3.928,0,31.01.2021 23:11:49,14,
,,Nevşehir,7.948,0,31.01.2021 23:11:50,96,
,,Niğde,9.099,0,31.01.2021 23:11:51,80,
,,Ordu,22.727,0,31.01.2021 23:11:51,297,
,,Osmaniye,13.140,0,31.01.2021 23:12:10,133,
,,Rize,10.747,0,31.01.2021 23:11:52,71,
,,Sakarya,17.837,0,31.01.2021 23:11:53,354,
,,Samsun,38.930,0,31.01.2021 23:11:53,741,
,,Siirt,2.924,0,31.01.2021 23:11:54,14,
,,Sinop,6.511,0,31.01.2021 23:11:55,62,
,,Sivas,15.450,0,31.01.2021 23:11:55,109,
,,Şanlıurfa,18.379,0,31.01.2021 23:11:59,140,
,,Şırnak,4.363,0,31.01.2021 23:12:06,6,
,,Tekirdağ,23.723,0,31.01.2021 23:11:56,355,
,,Tokat,18.685,0,31.01.2021 23:11:57,269,
,,Trabzon,25.821,0,31.01.2021 23:11:57,236,
,,Tunceli,3.004,0,31.01.2021 23:11:58,14,
,,Türkiye,1.986.240,0,31.01.2021 23:12:12,25.281,
,,Uşak,9.917,0,31.01.2021 23:11:59,68,
,,Van,14.589,0,31.01.2021 23:12:00,119,
,,Yalova,8.347,0,31.01.2021 23:12:08,127,
,,Yozgat,10.570,0,31.01.2021 23:12:01,208,
,,Zonguldak,14.846,0,31.01.2021 23:12:02,163,
,,Adana,52.179,0,01.02.2021 23:11:14,3.295,
,,Adıyaman,14.623,0,01.02.2021 23:11:15,818,
,,Afyon,20.013,0,01.02.2021 23:11:16,1.683,
,,Ağrı,3.940,0,01.02.2021 23:11:17,131,
,,Aksaray,8.236,0,01.02.2021 23:12:09,449,
,,Amasya,14.184,0,01.02.2021 23:11:18,1.181,
,,Ankara,205.484,0,01.02.2021 23:11:18,11.655,
,,Antalya,64.160,0,01.02.2021 23:11:19,3.071,
,,Ardahan,2.173,0,01.02.2021 23:12:14,177,
,,Artvin,6.213,0,01.02.2021 23:11:20,627,
,,Aydın,35.967,0,01.02.2021 23:11:21,3.213,
,,Balıkesir,45.098,0,01.02.2021 23:11:22,4.232,
,,Bartın,5.427,0,01.02.2021 23:12:13,375,
,,Batman,9.485,0,01.02.2021 23:12:12,286,
,,Bayburt,1.615,0,01.02.2021 23:12:10,62,
,,Bilecik,7.298,0,01.02.2021 23:11:23,683,
,,Bingöl,3.650,0,01.02.2021 23:11:23,149,
,,Bitlis,4.364,0,01.02.2021 23:11:24,90,
,,Bolu,13.583,0,01.02.2021 23:11:25,777,
,,Burdur,11.047,0,01.02.2021 23:11:26,839,
,,Bursa,71.196,0,01.02.2021 23:11:27,6.179,
,,Çanakkale,20.841,0,01.02.2021 23:11:28,2.183,
,,Çankırı,6.637,0,01.02.2021 23:11:29,504,
,,Çorum,18.977,0,01.02.2021 23:11:29,1.586,
,,Denizli,32.377,0,01.02.2021 23:11:30,2.498,
,,Diyarbakır,26.655,0,01.02.2021 23:11:31,917,
,,Düzce,9.818,0,01.02.2021 23:12:18,758,
,,Edirne,16.726,0,01.02.2021 23:11:32,1.546,
,,Elazığ,16.315,0,01.02.2021 23:11:33,935,
,,Erzincan,6.386,0,01.02.2021 23:11:34,459,
,,Erzurum,15.681,0,01.02.2021 23:11:34,940,
,,Eskişehir,35.077,0,01.02.2021 23:11:35,3.152,
,,Gaziantep,31.127,0,01.02.2021 23:11:36,1.407,
,,Giresun,16.448,0,01.02.2021 23:11:37,1.700,
,,Gümüşhane,3.217,0,01.02.2021 23:11:38,142,
,,Hakkari,2.238,0,01.02.2021 23:11:38,35,
,,Hatay,32.208,0,01.02.2021 23:11:40,1.673,
,,Içel,50.999,0,01.02.2021 23:11:41,4.601,
,,Iğdır,3.152,0,01.02.2021 23:12:15,139,
,,Isparta,20.428,0,01.02.2021 23:11:40,1.160,
,,Istanbul,371.469,0,01.02.2021 23:11:42,25.832,
,,Izmir,138.288,0,01.02.2021 23:11:43,11.246,
,,Kahramanmaraş,20.797,0,01.02.2021 23:11:53,1.278,
,,Karabük,6.892,0,01.02.2021 23:12:16,466,
,,Karaman,7.639,0,01.02.2021 23:12:10,598,
,,Kars,5.138,0,01.02.2021 23:11:44,388,
,,Kastamonu,12.039,0,01.02.2021 23:11:45,1.411,
,,Kayseri,37.881,0,01.02.2021 23:11:46,1.839,
,,Kırıkkale,8.082,0,01.02.2021 23:12:11,393,
,,Kırklareli,11.867,0,01.02.2021 23:11:47,1.202,
,,Kırşehir,7.496,0,01.02.2021 23:11:48,486,
,,Kilis,2.883,0,01.02.2021 23:12:17,148,
,,Kocaeli,45.298,0,01.02.2021 23:11:49,3.189,
,,Konya,53.708,0,01.02.2021 23:11:49,4.180,
,,Kütahya,14.873,0,01.02.2021 23:11:50,1.406,
,,Malatya,25.147,0,01.02.2021 23:11:51,1.408,
,,Manisa,34.796,0,01.02.2021 23:11:52,2.393,
,,Mardin,8.496,0,01.02.2021 23:11:54,174,
,,Muğla,34.295,0,01.02.2021 23:11:55,3.226,
,,Muş,4.050,0,01.02.2021 23:11:55,122,
,,Nevşehir,8.584,0,01.02.2021 23:11:56,636,
,,Niğde,9.496,0,01.02.2021 23:11:57,397,
,,Ordu,25.272,0,01.02.2021 23:11:57,2.545,
,,Osmaniye,13.829,0,01.02.2021 23:12:18,689,
,,Rize,11.663,0,01.02.2021 23:11:58,916,
,,Sakarya,19.579,0,01.02.2021 23:11:59,1.742,
,,Samsun,42.069,0,01.02.2021 23:12:00,3.139,
,,Siirt,3.021,0,01.02.2021 23:12:00,97,
,,Sinop,7.299,0,01.02.2021 23:12:01,788,
,,Sivas,16.545,0,01.02.2021 23:12:02,1.095,
,,Şanlıurfa,18.980,0,01.02.2021 23:12:06,601,
,,Şırnak,4.409,0,01.02.2021 23:12:13,46,
,,Tekirdağ,25.699,0,01.02.2021 23:12:03,1.976,
,,Tokat,20.483,0,01.02.2021 23:12:03,1.798,
,,Trabzon,28.167,0,01.02.2021 23:12:04,2.346,
,,Tunceli,3.220,0,01.02.2021 23:12:05,216,
,,Türkiye,2.137.577,0,01.02.2021 23:12:19,151.337,
,,Uşak,11.034,0,01.02.2021 23:12:06,1.117,
,,Van,14.944,0,01.02.2021 23:12:07,355,
,,Yalova,9.263,0,01.02.2021 23:12:15,916,
,,Yozgat,11.192,0,01.02.2021 23:12:08,622,
,,Zonguldak,16.453,0,01.02.2021 23:12:08,1.607,
,,Adana,55.695,0,02.02.2021 23:02:42,3.516,
,,Adıyaman,15.580,0,02.02.2021 23:11:14,957,
,,Afyon,21.673,0,02.02.2021 23:11:16,1.660,
,,Ağrı,4.086,0,02.02.2021 23:11:17,146,
,,Aksaray,8.756,0,02.02.2021 23:12:30,520,
,,Amasya,15.388,0,02.02.2021 23:11:18,1.204,
,,Ankara,216.821,0,02.02.2021 23:11:19,11.337,
,,Antalya,67.992,0,02.02.2021 23:11:20,3.832,
,,Ardahan,2.368,0,02.02.2021 23:12:39,195,
,,Artvin,6.851,0,02.02.2021 23:11:22,638,
,,Aydın,39.243,0,02.02.2021 23:11:23,3.276,
,,Balıkesir,48.224,0,02.02.2021 23:11:24,3.126,
,,Bartın,5.895,0,02.02.2021 23:12:36,468,
,,Batman,9.814,0,02.02.2021 23:12:34,329,
,,Bayburt,1.735,0,02.02.2021 23:12:31,120,
,,Bilecik,7.911,0,02.02.2021 23:11:25,613,
,,Bingöl,3.840,0,02.02.2021 23:11:26,190,
,,Bitlis,4.453,0,02.02.2021 23:11:27,89,
,,Bolu,14.568,0,02.02.2021 23:11:28,985,
,,Burdur,11.905,0,02.02.2021 23:11:29,858,
,,Bursa,77.093,0,02.02.2021 23:11:31,5.897,
,,Çanakkale,22.759,0,02.02.2021 23:11:32,1.918,
,,Çankırı,7.159,0,02.02.2021 23:11:33,522,
,,Çorum,20.452,0,02.02.2021 23:11:35,1.475,
,,Denizli,34.950,0,02.02.2021 23:11:36,2.573,
,,Diyarbakır,27.797,0,02.02.2021 23:11:37,1.142,
,,Düzce,10.456,0,02.02.2021 23:12:46,638,
,,Edirne,18.078,0,02.02.2021 23:11:38,1.352,
,,Elazığ,17.325,0,02.02.2021 23:11:39,1.010,
,,Erzincan,6.898,0,02.02.2021 23:11:40,512,
,,Erzurum,16.597,0,02.02.2021 23:11:41,916,
,,Eskişehir,37.653,0,02.02.2021 23:11:42,2.576,
,,Gaziantep,32.789,0,02.02.2021 23:11:43,1.662,
,,Giresun,18.026,0,02.02.2021 23:11:45,1.578,
,,Gümüşhane,3.446,0,02.02.2021 23:11:46,229,
,,Hakkari,2.274,0,02.02.2021 23:11:47,36,
,,Hatay,34.106,0,02.02.2021 23:11:48,1.898,
,,Içel,54.941,0,02.02.2021 23:11:50,3.942,
,,Iğdır,3.310,0,02.02.2021 23:12:41,158,
,,Isparta,21.694,0,02.02.2021 23:11:49,1.266,
,,Istanbul,394.210,0,02.02.2021 23:11:51,22.741,
,,Izmir,146.360,0,02.02.2021 23:11:52,8.072,
,,Kahramanmaraş,22.279,0,02.02.2021 23:12:05,1.482,
,,Karabük,7.346,0,02.02.2021 23:12:43,454,
,,Karaman,8.179,0,02.02.2021 23:12:32,540,
,,Kars,5.476,0,02.02.2021 23:11:53,338,
,,Kastamonu,13.271,0,02.02.2021 23:11:55,1.232,
,,Kayseri,40.500,0,02.02.2021 23:11:56,2.619,
,,Kırıkkale,8.657,0,02.02.2021 23:12:33,575,
,,Kırklareli,13.135,0,02.02.2021 23:11:57,1.268,
,,Kırşehir,8.001,0,02.02.2021 23:11:58,505,
,,Kilis,3.011,0,02.02.2021 23:12:44,128,
,,Kocaeli,48.422,0,02.02.2021 23:11:59,3.124,
,,Konya,57.750,0,02.02.2021 23:12:00,4.042,
,,Kütahya,15.941,0,02.02.2021 23:12:01,1.068,
,,Malatya,27.193,0,02.02.2021 23:12:03,2.046,
,,Manisa,37.270,0,02.02.2021 23:12:04,2.474,
,,Mardin,8.799,0,02.02.2021 23:12:06,303,
,,Muğla,37.551,0,02.02.2021 23:12:07,3.256,
,,Muş,4.151,0,02.02.2021 23:12:08,101,
,,Nevşehir,9.273,0,02.02.2021 23:12:10,689,
,,Niğde,10.093,0,02.02.2021 23:12:11,597,
,,Ordu,27.398,0,02.02.2021 23:12:12,2.126,
,,Osmaniye,14.576,0,02.02.2021 23:12:45,747,
,,Rize,12.611,0,02.02.2021 23:12:13,948,
,,Sakarya,21.377,0,02.02.2021 23:12:14,1.798,
,,Samsun,45.250,0,02.02.2021 23:12:15,3.181,
,,Siirt,3.138,0,02.02.2021 23:12:17,117,
,,Sinop,8.036,0,02.02.2021 23:12:18,737,
,,Sivas,17.743,0,02.02.2021 23:12:19,1.198,
,,Şanlıurfa,19.591,0,02.02.2021 23:12:24,611,
,,Şırnak,4.438,0,02.02.2021 23:12:35,29,
,,Tekirdağ,27.691,0,02.02.2021 23:12:20,1.992,
,,Tokat,22.183,0,02.02.2021 23:12:21,1.700,
,,Trabzon,30.561,0,02.02.2021 23:12:22,2.394,
,,Tunceli,3.413,0,02.02.2021 23:12:23,193,
,,Türkiye,2.282.755,0,02.02.2021 23:12:47,145.178,
,,Uşak,11.981,0,02.02.2021 23:12:25,947,
,,Van,15.415,0,02.02.2021 23:12:26,471,
,,Yalova,10.078,0,02.02.2021 23:12:42,815,
,,Yozgat,11.974,0,02.02.2021 23:12:28,782,
,,Zonguldak,17.830,0,02.02.2021 23:12:29,1.377,
,,Adana,57.647,0,03.02.2021 23:11:14,1.952,
,,Adıyaman,16.297,0,03.02.2021 23:11:16,717,
,,Afyon,22.881,0,03.02.2021 23:11:18,1.208,
,,Ağrı,4.201,0,03.02.2021 23:11:20,115,
,,Aksaray,9.192,0,03.02.2021 23:13:03,436,
,,Amasya,16.343,0,03.02.2021 23:11:21,955,
,,Ankara,225.518,0,03.02.2021 23:11:23,8.697,
,,Antalya,71.554,0,03.02.2021 23:11:24,3.562,
,,Ardahan,2.567,0,03.02.2021 23:13:14,199,
,,Artvin,7.416,0,03.02.2021 23:11:26,565,
,,Aydın,42.058,0,03.02.2021 23:11:28,2.815,
,,Balıkesir,51.049,0,03.02.2021 23:11:30,2.825,
,,Bartın,6.320,0,03.02.2021 23:13:12,425,
,,Batman,10.087,0,03.02.2021 23:13:09,273,
,,Bayburt,1.853,0,03.02.2021 23:13:04,118,
,,Bilecik,8.361,0,03.02.2021 23:11:31,450,
,,Bingöl,4.019,0,03.02.2021 23:11:33,179,
,,Bitlis,4.543,0,03.02.2021 23:11:34,90,
,,Bolu,15.337,0,03.02.2021 23:11:36,769,
,,Burdur,12.574,0,03.02.2021 23:11:37,669,
,,Bursa,81.773,0,03.02.2021 23:11:40,4.680,
,,Çanakkale,24.489,0,03.02.2021 23:11:41,1.730,
,,Çankırı,7.567,0,03.02.2021 23:11:43,408,
,,Çorum,21.639,0,03.02.2021 23:11:45,1.187,
,,Denizli,37.032,0,03.02.2021 23:11:46,2.082,
,,Diyarbakır,28.747,0,03.02.2021 23:11:48,950,
,,Düzce,10.918,0,03.02.2021 23:13:23,462,
,,Edirne,19.158,0,03.02.2021 23:11:49,1.080,
,,Elazığ,18.237,0,03.02.2021 23:11:51,912,
,,Erzincan,7.316,0,03.02.2021 23:11:52,418,
,,Erzurum,17.429,0,03.02.2021 23:11:54,832,
,,Eskişehir,39.593,0,03.02.2021 23:11:56,1.940,
,,Gaziantep,34.321,0,03.02.2021 23:11:57,1.532,
,,Giresun,19.469,0,03.02.2021 23:11:59,1.443,
,,Gümüşhane,3.635,0,03.02.2021 23:12:00,189,
,,Hakkari,2.297,0,03.02.2021 23:12:02,23,
,,Hatay,35.560,0,03.02.2021 23:12:03,1.454,
,,Içel,57.044,0,03.02.2021 23:12:06,2.103,
,,Iğdır,3.438,0,03.02.2021 23:13:15,128,
,,Isparta,22.620,0,03.02.2021 23:12:05,926,
,,Istanbul,412.251,0,03.02.2021 23:12:08,18.041,
,,Izmir,155.584,0,03.02.2021 23:12:09,9.224,
,,Kahramanmaraş,23.410,0,03.02.2021 23:12:26,1.131,
,,Karabük,7.687,0,03.02.2021 23:13:18,341,
,,Karaman,8.579,0,03.02.2021 23:13:06,400,
,,Kars,5.793,0,03.02.2021 23:12:11,317,
,,Kastamonu,14.307,0,03.02.2021 23:12:12,1.036,
,,Kayseri,42.657,0,03.02.2021 23:12:14,2.157,
,,Kırıkkale,9.147,0,03.02.2021 23:13:08,490,
,,Kırklareli,14.207,0,03.02.2021 23:12:15,1.072,
,,Kırşehir,8.410,0,03.02.2021 23:12:17,409,
,,Kilis,3.160,0,03.02.2021 23:13:20,149,
,,Kocaeli,50.841,0,03.02.2021 23:12:18,2.419,
,,Konya,61.105,0,03.02.2021 23:12:20,3.355,
,,Kütahya,16.837,0,03.02.2021 23:12:21,896,
,,Malatya,28.707,0,03.02.2021 23:12:23,1.514,
,,Manisa,39.689,0,03.02.2021 23:12:24,2.419,
,,Mardin,9.052,0,03.02.2021 23:12:27,253,
,,Muğla,39.955,0,03.02.2021 23:12:29,2.404,
,,Muş,4.299,0,03.02.2021 23:12:31,148,
,,Nevşehir,9.839,0,03.02.2021 23:12:33,566,
,,Niğde,10.469,0,03.02.2021 23:12:34,376,
,,Ordu,29.120,0,03.02.2021 23:12:36,1.722,
,,Osmaniye,14.962,0,03.02.2021 23:13:21,386,
,,Rize,13.297,0,03.02.2021 23:12:37,686,
,,Sakarya,22.974,0,03.02.2021 23:12:39,1.597,
,,Samsun,47.780,0,03.02.2021 23:12:42,2.530,
,,Siirt,3.272,0,03.02.2021 23:12:45,134,
,,Sinop,8.614,0,03.02.2021 23:12:46,578,
,,Sivas,18.703,0,03.02.2021 23:12:48,960,
,,Şanlıurfa,20.147,0,03.02.2021 23:12:56,556,
,,Şırnak,4.484,0,03.02.2021 23:13:11,46,
,,Tekirdağ,28.849,0,03.02.2021 23:12:49,1.158,
,,Tokat,23.473,0,03.02.2021 23:12:51,1.290,
,,Trabzon,32.394,0,03.02.2021 23:12:53,1.833,
,,Tunceli,3.572,0,03.02.2021 23:12:54,159,
,,Türkiye,2.400.545,0,03.02.2021 23:13:24,117.790,
,,Uşak,12.822,0,03.02.2021 23:12:57,841,
,,Van,15.863,0,03.02.2021 23:12:59,448,
,,Yalova,10.669,0,03.02.2021 23:13:17,591,
,,Yozgat,12.566,0,03.02.2021 23:13:00,592,
,,Zonguldak,18.900,0,03.02.2021 23:13:01,1.070,
,,Adana,59.710,0,04.02.2021 23:02:44,2.063,
,,Adıyaman,16.907,0,04.02.2021 23:11:14,610,
,,Afyon,23.882,0,04.02.2021 23:11:16,1.001,
,,Ağrı,4.296,0,04.02.2021 23:11:18,95,
,,Aksaray,9.646,0,04.02.2021 23:12:58,454,
,,Amasya,17.076,0,04.02.2021 23:11:19,733,
,,Ankara,232.156,0,04.02.2021 23:11:21,6.638,
,,Antalya,74.736,0,04.02.2021 23:11:23,3.182,
,,Ardahan,2.693,0,04.02.2021 23:13:08,126,
,,Artvin,7.874,0,04.02.2021 23:11:25,458,
,,Aydın,44.376,0,04.02.2021 23:11:26,2.318,
,,Balıkesir,54.645,0,04.02.2021 23:11:28,3.596,
,,Bartın,6.665,0,04.02.2021 23:13:06,345,
,,Batman,10.478,0,04.02.2021 23:13:04,391,
,,Bayburt,1.953,0,04.02.2021 23:12:59,100,
,,Bilecik,8.680,0,04.02.2021 23:11:30,319,
,,Bingöl,4.183,0,04.02.2021 23:11:31,164,
,,Bitlis,4.612,0,04.02.2021 23:11:33,69,
,,Bolu,15.919,0,04.02.2021 23:11:34,582,
,,Burdur,13.196,0,04.02.2021 23:11:36,622,
,,Bursa,85.594,0,04.02.2021 23:11:37,3.821,
,,Çanakkale,25.863,0,04.02.2021 23:11:39,1.374,
,,Çankırı,7.831,0,04.02.2021 23:11:40,264,
,,Çorum,22.499,0,04.02.2021 23:11:42,860,
,,Denizli,38.598,0,04.02.2021 23:11:43,1.566,
,,Diyarbakır,29.528,0,04.02.2021 23:11:45,781,
,,Düzce,11.352,0,04.02.2021 23:13:17,434,
,,Edirne,20.114,0,04.02.2021 23:11:46,956,
,,Elazığ,19.005,0,04.02.2021 23:11:47,768,
,,Erzincan,7.731,0,04.02.2021 23:11:49,415,
,,Erzurum,18.069,0,04.02.2021 23:11:50,640,
,,Eskişehir,41.140,0,04.02.2021 23:11:52,1.547,
,,Gaziantep,35.528,0,04.02.2021 23:11:53,1.207,
,,Giresun,20.640,0,04.02.2021 23:11:55,1.171,
,,Gümüşhane,3.830,0,04.02.2021 23:11:56,195,
,,Hakkari,2.334,0,04.02.2021 23:11:58,37,
,,Hatay,36.840,0,04.02.2021 23:11:59,1.280,
